"logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Q99J77",13.1211847018588,1.05180013906559,127.674082483953,9.21063348267956e-27,6.51422745452913e-25,42.1248884242038
"O88783",12.1250719834573,0.719762566265069,127.416266369122,9.53183224534104e-27,6.51422745452913e-25,42.1154544912643
"Q80VP1",11.5428178310395,0.525677848792455,127.402185749472,9.54971263035139e-27,6.51422745452913e-25,42.1149378956177
"A0A494B9J3",11.2446572467514,4.33275392767712,127.087968205157,9.95810378213887e-27,6.51422745452913e-25,42.1033728830869
"Q9CQJ8",11.6187716333768,4.24880163770091,127.002817709434,1.00719308123899e-26,6.51422745452913e-25,42.1002266596568
"Q9DC23",11.5428447009221,0.52568680542001,126.868138310685,1.02547884548831e-26,6.51422745452913e-25,42.0952397293724
"Q3UGL1",12.1252139672927,0.719809894210201,126.726685784825,1.04506322799933e-26,6.51422745452913e-25,42.0899878906039
"P16406",11.5422131615701,0.525476292302684,125.81485611864,1.18120213359958e-26,7.17875596695144e-25,42.0557831071483
"Q8BH79",11.5421810117356,0.525465575691178,125.529528959922,1.22756561079302e-26,7.27856585326302e-25,42.0449538088632
"P30412",11.5417113249553,0.525309013431085,124.803855817066,1.35438290725345e-26,7.73525895349764e-25,42.017136557624
"A0A1B0GRI0",11.5419458655347,0.525387193624206,124.729025799298,1.36822762237926e-26,7.73525895349764e-25,42.0142454320506
"Q80ZX0",11.541724087826,0.525313267721312,124.337425709159,1.44316509194427e-26,7.9734871329921e-25,41.9990458060092
"Q91Z67",11.0516504275671,4.47616548052781,123.01115562044,1.7309741243458e-26,9.35110688063254e-25,41.9466838224226
"P70387",11.8326422926841,3.85554406031966,122.111701116391,1.96035548023073e-26,1.03600525487846e-24,41.9103787458021
"A0A5F8MPY3",11.5402230026515,0.524812905996468,121.914027961272,2.01495510251331e-26,1.04220337323614e-24,41.9023121796799
"H7BX38",11.5407343149559,0.524983343431271,121.407587578511,2.1623193080229e-26,1.09512463287576e-24,41.8814992263127
"Q8BVE3",11.8023727706965,0.612196162011461,121.133250761789,2.24687311617542e-26,1.11472419294336e-24,41.8701362912929
"Q9DAW9",11.5386599385307,0.524291884622874,117.282777540349,3.88552565108095e-26,1.88914257155556e-24,41.7038106703011
"Q8C6Y3",11.5389306205964,0.524382111978095,116.984617149169,4.05688876504062e-26,1.90294535644407e-24,41.6903778458214
"A2AKJ9",11.537994351086,0.524070022141304,116.837155869808,4.14458080290741e-26,1.90294535644407e-24,41.6837038619566
"Q8BMP6",10.8232805140011,4.5477857783662,116.83022810007,4.14874964588792e-26,1.90294535644407e-24,41.6833898179136
"O35295",11.5376503507877,0.523955355375218,116.300675288143,4.48093410973109e-26,2.0172501519919e-24,41.6592513501416
"O09005",11.5386986294447,0.524304781594214,115.906368526943,4.74652062050697e-26,2.09796211426408e-24,41.6411055628933
"Q64337",12.1198978755012,0.718037863613038,115.640311495531,4.93510759417611e-26,2.14236545740038e-24,41.628777836424
"Q8CBY8",11.797901899484,0.610705871607313,114.263927187088,6.04588208192405e-26,2.57851567388726e-24,41.5639038467943
"A0A0R4J0B6",11.5378148399826,0.524010185106845,113.810904426055,6.46709897930701e-26,2.70819128957049e-24,41.5421406956886
"H7BX01",11.1821528329807,4.38617215623781,113.702184521121,6.57273904091562e-26,2.70819128957049e-24,41.5368870319989
"G3UWX1",12.1189569266907,0.71772421400954,112.724069549184,7.60953748849935e-26,3.05093363997818e-24,41.4890786151071
"Q91WU5",11.7040054610346,3.9647680842204,112.680169284763,7.65995497559232e-26,3.05093363997818e-24,41.4869097020841
"Q8BUK6",11.4006740947032,3.73420060107915,112.575945749381,7.78107304313646e-26,3.05093363997818e-24,41.4817524438157
"A0A0G2JFV5",11.3345789329621,3.85717653650191,112.427724639118,7.9568250728417e-26,3.07032408763146e-24,41.474398515485
"Q99J56",11.4260241546086,3.93999647675628,111.93095803532,8.57716830133038e-26,3.25798377195846e-24,41.4495830931423
"P35329",11.5353944008903,0.523203372076069,111.739212698577,8.83013439650773e-26,3.30247026429389e-24,41.4399346969381
"Q6NZC7",11.5353323506534,0.523182688663765,110.678666971517,1.03795850786844e-25,3.82314717064876e-24,41.3858542638168
"P55284",11.361071886052,4.13246645928994,109.468362167715,1.25063884409044e-25,4.53776571639382e-24,41.3226242490399
"Q61391",11.5354342444682,0.523216653268694,109.365185088154,1.27079124016073e-25,4.54307868357462e-24,41.3171577528978
"P34914",11.5338988601463,0.522704858494742,107.883195341906,1.60146504585269e-25,5.64226308183752e-24,41.2372844283255
"E0CXB9",11.5320214392389,0.522079051525604,106.048978816779,2.1416871021198e-25,7.43777335036178e-24,41.1348075069949
"P06795",11.531129829875,0.52178184840429,104.002694568972,2.97978725581241e-25,1.02026236885634e-23,41.0155178512033
"P97452",12.112821442705,0.715679052680982,103.304790013069,3.34000718085759e-25,1.12771631342567e-23,40.973583886232
"Q8K4Q8",11.5302723761979,0.521496030511935,102.930226921639,3.55209913060327e-25,1.17453994464724e-23,40.9508083729096
"A2A9T0",11.5302300157065,0.521481910348144,102.84173783776,3.60425836638303e-25,1.17453994464724e-23,40.9453999366508
"Q71FD7",11.530615129792,0.521610281709966,102.809214847002,3.62363207933125e-25,1.17453994464724e-23,40.9434094540283
"Q8QZW3",11.5314142855709,0.521876666969608,102.397084700172,3.87891699381569e-25,1.23656376201736e-23,40.918060553173
"P58137",11.1587459236897,4.07316673803658,102.329168144497,3.92278252472733e-25,1.23656376201736e-23,40.9138607580846
"Q8BU31",11.5301300478653,0.521448587734393,102.246594361412,3.97682339260292e-25,1.23656376201736e-23,40.9087459937222
"Q9JIG7",11.3595755582743,4.1227352878059,102.183794319852,4.01845072806956e-25,1.23656376201736e-23,40.904849717175
"A0A1B0GSB4",10.6817217562068,4.56243379863556,101.246546498801,4.69767285883192e-25,1.42750533997755e-23,40.8460436552952
"Q91VU7",11.5282155866232,0.520810433987037,100.375045571028,5.43892462935126e-25,1.63234886098184e-23,40.7902384591906
"Q62087",11.5273649568375,0.520526890725124,99.9644526641145,5.83018664737199e-25,1.7284370414343e-23,40.7635633512879
"Q08879",11.5269843260454,0.520400013794431,99.8198248712749,5.97501224817779e-25,1.75003069582171e-23,40.7541079893437
"Q8VEC4",11.6963774317428,4.53330842445886,99.4279769282533,6.38687069065406e-25,1.84839079154524e-23,40.7283334519324
"Q9D0M5",11.2370739778409,4.42456098369606,98.9208762950551,6.96500561447645e-25,1.99199160574027e-23,40.6946349363916
"A0A338P6K2",11.7884813741035,0.607565696480471,98.6441427092075,7.30364778466248e-25,2.06455439122261e-23,40.6760800103466
"A0A140LJ61",11.5259120361661,0.520042583834682,98.4203361585198,7.59026595607822e-25,2.12091224588806e-23,40.6609877577547
"P12399",11.7876727421511,0.607296152496336,98.0529997647361,8.08681281429149e-25,2.23398203994802e-23,40.6360484220525
"E9Q3F3",11.5248005603851,0.519672091907684,95.5573808946701,1.25173291427401e-24,3.41905922988777e-23,40.4609112430533
"Q8BGR9",11.7830910031062,0.605768906148048,94.8464469585783,1.42058130230968e-24,3.83714793990536e-23,40.4091354076785
"A0A1L1SSH9",11.3676540950835,4.08035786617278,94.1767742059249,1.60179812190078e-24,4.27908926850637e-23,40.3595711543208
"Q8BHD0",11.4311412558917,4.14538562252331,93.8805905156059,1.68961207759663e-24,4.4646162615624e-23,40.3374002670065
"O55125",11.5211493912732,0.518455035537044,93.6963124963634,1.74680864244796e-24,4.5661202255817e-23,40.3235279887398
"P50427",10.773761251593,4.21781810537487,93.0709031137576,1.95671077321308e-24,5.06038711668191e-23,40.2759961036792
"O70209",11.5217773142634,0.518664343200448,92.7172799345605,2.08707389208262e-24,5.34071224384511e-23,40.2488079539026
"E9PVX6",12.5167885454769,0.850334753604934,92.5757856776725,2.14178409953778e-24,5.4236220270587e-23,40.2378653267914
"A0A2I3BS41",11.5206597384015,0.51829181791315,91.9170342757008,2.4172515233669e-24,6.05808087969582e-23,40.1864335635135
"Q99JY8",11.4105191206921,3.92484372475024,90.8244737693569,2.96008382631901e-24,7.34282018549134e-23,40.0993331010168
"D3Z5N2",11.5196440510928,0.517953255476899,90.3036786818103,3.26298092130087e-24,8.01243092897214e-23,40.0570063942032
"P61922",11.5181762387793,0.517463984705749,90.2462620013843,3.29832964042206e-24,8.01823935586603e-23,40.0523074841059
"Q60753",11.3967947837175,3.98190818439798,90.0983117792157,3.39129714248347e-24,8.1626171815617e-23,40.0401694868061
"Q9JKC8",11.5169358674114,0.517050527583089,89.8185007949292,3.57479136126148e-24,8.51991941100653e-23,40.0170949925836
"P55302",11.5170715482607,0.517095754532865,89.6133582714268,3.71598384773261e-24,8.77044343091066e-23,40.0000788816522
"Q8CCK0",11.5185736812568,0.51759646553156,89.4347318739321,3.84373730396113e-24,8.98473594800915e-23,39.9851934661475
"Q9WTJ2",11.534628843178,1.81933271475614,89.1856200484596,4.02972166461616e-24,9.29109710750942e-23,39.9643267518241
"Q9D2N9",11.5165764748642,0.516930730067383,89.1575873118163,4.05123938048539e-24,9.29109710750942e-23,39.961970726608
"E9Q6A6",11.3680556442776,4.0598422249358,88.9776038263812,4.19232373179e-24,9.52480279624437e-23,39.9468057831448
"Q8BVA4",11.5056322400592,2.94175005808644,88.8313154251182,4.31082640761378e-24,9.70335092306398e-23,39.9344310999687
"Q99J47",11.2156086877173,4.32534752079581,87.6190286924083,5.44065285338845e-24,1.21341532904471e-22,39.8301720926346
"D6RH72",11.7796671601481,0.604627625161996,87.3844493216917,5.69341624383185e-24,1.25824498988684e-22,39.809639576341
"A0A1Y7VIR0",13.0882231371486,1.04081295082885,86.7976706750441,6.38171347474753e-24,1.3976527438839e-22,39.7577600531488
"Q9R1J0",11.5157100821243,0.51664193248741,86.4828544677643,6.7868317524037e-24,1.47310607054405e-22,39.7296164316301
"P59764",11.5139815479991,0.516065754445677,86.2032826281901,7.16944858471574e-24,1.54238314242867e-22,39.7044401946586
"A2API8",11.5159976001677,0.516737771835192,86.0464908415407,7.39396899269477e-24,1.57673145800359e-22,39.6902445732289
"Q6P9N1",11.5116947895531,0.515303501630332,84.5427577533181,9.96694815869879e-24,2.10034285618372e-22,39.5512668435725
"A0A3B2W812",10.8416193904753,3.86994715237646,84.5151652225533,1.00222036740976e-23,2.10034285618372e-22,39.5486679157827
"F8VQK3",11.7745177341758,0.602911149837916,84.2098117328586,1.06558097421896e-23,2.21404046865494e-22,39.5197872027773
"A0A0G2JEX1",12.0874271570285,0.707214290788806,83.8375646848881,1.14860926180952e-23,2.36632975886351e-22,39.4842806808366
"Q5SVF9",11.5107515105948,0.514989075310901,82.2256697792732,1.59572147303544e-23,3.25983100920097e-22,39.3266490115063
"Q8K0U4",11.5052784921472,0.513164735828384,81.7719770406348,1.75246236676912e-23,3.55019667801311e-22,39.2811141724987
"Q61263",10.1555499800224,3.76399350473927,81.2004949950072,1.97344834345741e-23,3.96483712640079e-22,39.2230074157475
"P46735",11.5118899295407,0.515368548292866,80.8180236360632,2.13769882857551e-23,4.25962774775988e-22,39.1836446860517
"Q8CJ85",11.5081050311074,0.514106915481768,80.0793385443976,2.49729397978023e-23,4.93570867060629e-22,39.1065260206914
"P05533",11.5059229011728,0.51337953883689,79.8985423071647,2.59472087279107e-23,5.08690842077023e-22,39.0874279378399
"Q8BP40",11.5035516875458,0.512589134294557,79.6375210833967,2.74254020235249e-23,5.33369218553511e-22,39.0596987999188
"A0A140T8T7",11.5036098087729,0.512608508036953,79.1091907523823,3.0697177892639e-23,5.92260630611154e-22,39.0030002115524
"P10810",11.504689349646,0.512968354994622,78.9150559125936,3.20011208298292e-23,6.12556887695391e-22,38.9819718126029
"Q9QZZ6",11.5015987786547,0.511938164664206,78.4511887461954,3.53601139766695e-23,6.71565914666278e-22,38.9312976782064
"E9PXC0",11.5009987210256,0.511738145454501,77.9333270221127,3.95558001758779e-23,7.4542752114387e-22,38.8740018246056
"Q60675",11.7626581393708,0.598957951569561,77.7635641749821,4.10434351047446e-23,7.63814533431443e-22,38.8550512588014
"Q8C8U0",11.4982237725404,0.510813162626093,77.750550301774,4.11598946439815e-23,7.63814533431443e-22,38.8535950730068
"A0A0N4SV74",12.0881181743753,0.707444629904397,77.6825788409426,4.17738750340754e-23,7.69335531877556e-22,38.8459814045981
"V9GX00",11.4976955481502,0.510637087829358,76.7419129959755,5.13424561913812e-23,9.38447451137201e-22,38.7392188846355
"B2RX12",11.1352370286539,4.0677580999712,76.5901973654756,5.30915571879903e-23,9.63175936746302e-22,38.7217527203851
"Q8R127",11.502046592052,0.512087435796653,76.182465459824,5.81122283586155e-23,1.04645057140588e-21,38.6744674014532
"Q99LC2",11.5023318910885,0.512182535475473,75.8590609822486,6.2451423747421e-23,1.11631919948515e-21,38.6366001153336
"Q99PM0",11.4991386848962,0.511118133411382,75.7924419423078,6.33871465840408e-23,1.12477484194017e-21,38.6287596445129
"A0A1D5RLL3",11.5008906239841,0.511702113107326,75.6746068511432,6.50787799523128e-23,1.14642401495705e-21,38.6148577864707
"O54774",11.4958572369157,0.510024317417882,75.3213400331239,7.04429117452907e-23,1.23199078023598e-21,38.5729206908769
"Q9D1H9",11.499190180065,0.511135298467621,75.2791932000779,7.11134714897286e-23,1.23483463708236e-21,38.5678911980276
"A0A7N9VR94",11.7571477216302,0.597121145656023,75.1460311687308,7.32768645791562e-23,1.26337629639666e-21,38.5519637812023
"Q9DB27",11.4906339180014,0.508283211113089,73.8660810954996,9.80052339827456e-23,1.67782199867644e-21,38.3959692783624
"Q8BTW3",13.0662866913311,1.03350080222299,73.7155557552991,1.01447919023067e-22,1.72461462339214e-21,38.3772726184325
"Q99KQ4",11.4972262148792,0.510480643405708,73.2609860278367,1.12644088151858e-22,1.90165123817478e-21,38.32035257456
"Q8VEE1",11.4902165616277,0.508144092321884,72.4827023281578,1.34960279449137e-22,2.26267889200588e-21,38.2212746460782
"Q8K449",11.4899764572813,0.508064057539742,72.3863046438997,1.38034255908305e-22,2.29836490488417e-21,38.2088581506833
"Q91YX0",11.7559692230216,0.596728312786519,72.2976486752463,1.40926840744409e-22,2.33056564523577e-21,38.1974103531041
"Q9D1J1",11.4903606259371,0.50819211375833,71.8902394452586,1.55069119914448e-22,2.54711507102719e-21,38.1444501082662
"P06802",11.7455516612347,0.593255792190868,71.8131917101447,1.57908650222941e-22,2.5763485147112e-21,38.1343688290336
"Q3TKD0",11.2993709870418,3.41706296985434,70.3467764023453,2.23881042927233e-22,3.60869294943496e-21,37.9384279918232
"Q63870",11.4855439860488,0.506586567128899,70.3417543942215,2.24151639393122e-22,3.60869294943496e-21,37.9377434398054
"P51944",11.5213253525513,2.43666901920324,69.8270112871675,2.53810877775838e-22,4.05930423600698e-21,37.8670781056914
"A0A2I3BQ16",11.3433462991439,3.73290058868029,69.7010168198759,2.61685914454036e-22,4.15789841854746e-21,37.8496291120577
"Q9D676",12.0740851636119,0.702766959649931,69.6648287280015,2.63995297342093e-22,4.16735433661447e-21,37.8446062721114
"A2ACP1",11.48883931085,0.507685008729307,69.4850953947916,2.75789259078507e-22,4.32544315367646e-21,37.8195856343589
"P70279",11.4912400136355,0.508485242991123,69.2333937094206,2.93252030529689e-22,4.56984414242098e-21,37.7843381660945
"Q8BUV3",11.7449411614816,0.593052292273176,68.8761339152229,3.20075667645488e-22,4.95607610220498e-21,37.7338879374278
"Q9JMG7",11.4923769661327,0.508864227156869,68.7899658290851,3.26926452143669e-22,5.03011522253961e-21,37.7216452762247
"Q9D0J4",11.7395027173391,0.591239477558998,68.7041494537081,3.33903754172964e-22,5.10515739870739e-21,37.7094236389938
"A0A0A6YW14",11.4826928641163,0.505636193151419,68.2054744405821,3.7769492786203e-22,5.73860231020371e-21,37.6378281858711
"P49222",11.4744471481891,0.502887621175663,67.5469608974091,4.45055369784406e-22,6.72005965183783e-21,37.5417566483383
"Q64378",11.4898412446076,0.508018986648504,67.4391114500924,4.57248860834773e-22,6.86155543635391e-21,37.5258541796828
"Q9CQC9",11.7417970271364,0.592004247491452,67.3554314442329,4.66953257884357e-22,6.96419245347775e-21,37.5134825824765
"Q5U4D9",11.4919389060438,0.508718207127231,67.2913542828048,4.74531631818702e-22,7.0340633960443e-21,37.5039896412419
"P04444",11.4827932689803,0.505669661439398,67.1933711668885,4.86372884793269e-22,7.16589383595416e-21,37.489440766737
"Q9DBG7",11.4862652622417,0.506826992526545,66.9609336913802,5.15732093042856e-22,7.552679025224e-21,37.4547682024096
"Q9JIH2",11.4763391021511,0.503518272496352,66.4200253512437,5.91563834684252e-22,8.61132743782885e-21,37.3732039733391
"D3Z1J5",11.7370848523441,0.590433522560683,65.8996540984002,6.75730284209053e-22,9.77797810066791e-21,37.2935607950275
"Q80VH0",11.7428154678173,0.592343727718417,64.5336221381384,9.62969090585023e-22,1.38519399953384e-20,37.0788438561967
"Q922E4",11.4648442919625,0.499686669100129,63.4635477780801,1.27760193177042e-21,1.82697076243171e-20,36.9047331124796
"P31938",10.3640867923387,3.68693180864026,63.1621449993617,1.38468246120262e-21,1.96851641121846e-20,36.8547236186084
"A0A087WQU8",12.0598592990657,0.698025004801204,62.9337948521054,1.47211935112225e-21,2.08065240847569e-20,36.8165463083057
"Q9JIY0",12.0421902339658,0.69213531643458,60.6435528330307,2.75471833022563e-21,3.87093656692399e-20,36.4193927630835
"H3BLF8",12.0332798509975,0.689165188778469,60.2002028224305,3.118408921102e-21,4.35681154436722e-20,36.3394066677182
"P20918",11.4480861372049,0.494100617514271,59.8859020391292,3.40683708992857e-21,4.73258340892363e-20,36.2820698164648
"Q91YP3",11.4651674543678,0.499794389901915,59.4132959234373,3.89491327318439e-21,5.37984895858594e-20,36.1948503430603
"A0A0R4J065",11.4367252961921,0.490313670510016,57.631575184426,6.5149039924465e-21,8.94787096363698e-20,35.8548439341639
"A0A0R4J190",12.4479474698019,0.827387728379923,56.5204497244236,9.05153742878651e-21,1.23619592636966e-19,35.6334677741629
"G3UZK1",11.6891111648994,0.574442293412431,56.2731191070048,9.74743081200644e-21,1.3237991231278e-19,35.5831751870213
"Q9ET54",6.13132623057789,4.2597283905275,56.1770409130617,1.00328390674908e-20,1.35499065405945e-19,35.5635369332374
"P70227",11.6893777137038,0.574531143013901,55.882811880249,1.09632495756729e-20,1.47246738776026e-19,35.5030405169959
"Q3UQ28",11.4431489054268,0.492454873588223,55.2030473386943,1.34801752125585e-20,1.79651544180416e-19,35.3611910785681
"Q99KB8",11.4308838651536,0.488366526830496,55.1924979274609,1.35237484923966e-20,1.79651544180416e-19,35.3589664839219
"O08600",11.6780450761939,0.570753597177255,54.0763407858996,1.90942508665305e-20,2.52272412263781e-19,35.1194968241854
"Q8VBT6",10.9191576667041,4.12251002043873,53.5080395737257,2.28221554460388e-20,2.99895458861191e-19,34.9943772891828
"E9PUW7",11.0011898050312,4.10650762281655,53.2019996785614,2.51422792964614e-20,3.28606886933859e-19,34.9260828134921
"F6YAQ3",11.9916715079064,0.675295741081428,52.7039900878214,2.94674103842977e-20,3.83076334995871e-19,34.8135544112494
"Q9CRA5",11.4251221237807,0.486445946372858,52.4186517339766,3.2294672198504e-20,4.1759759635406e-19,34.7482905477684
"P54320",6.20118412706399,2.29308534405887,52.1973295510965,3.46849261086937e-20,4.46132568096478e-19,34.6972671924869
"A0A0G2JF67",11.38043517487,0.471550296735963,49.8856053652288,7.44792643891993e-20,9.52942588053387e-19,34.1425459165523
"O08747",11.4011006089253,0.478438774754406,49.6624950142147,8.03280526167562e-20,1.02239526655149e-18,34.0868253471452
"Q91W59",11.4309080205539,0.488374578630597,49.6082792787587,8.18214847563114e-20,1.03597932001351e-18,34.0732251701919
"Q9DCS3",11.4332187137752,0.489144809704365,49.3872698990415,8.82204391555523e-20,1.11121185278315e-18,34.0175395158437
"A0A3Q4EGK3",11.359995977993,3.37212982509468,48.4791890302011,1.20633360909746e-19,1.51164794005976e-18,33.7845446124405
"A0A5K1VVS7",11.4091932755564,0.481136330298093,48.0117073315806,1.42039918646915e-19,1.77076431913154e-18,33.6619090151001
"Q8BZW8",11.3982922654445,0.477502660260791,47.896860235863,1.47891544136786e-19,1.83430787651289e-18,33.6314953529245
"P11911",11.3677200144839,0.467311909940597,47.3503142674189,1.79453911979233e-19,2.214479492495e-18,33.4851917455579
"Q9CZU3",12.9689640895704,1.00105993496944,47.1646145929613,1.91740808345944e-19,2.35415103580298e-18,33.4348853325869
"P55772",11.1173935741273,4.24458375704133,47.0793121547756,1.97680503797454e-19,2.41488092829955e-18,33.4116740783563
"Q8CGP4",12.3829358383504,0.805717184562769,46.9727847288724,2.05372873936542e-19,2.49630728269866e-18,33.3825961605157
"Q9CR41",10.0934078023927,4.27228783757164,46.3323166807366,2.58826800379236e-19,3.13038781951205e-18,33.2056115251293
"Q8R5A3",10.4317770481135,3.86223499492247,46.1568284363393,2.75915331034183e-19,3.32054539477277e-18,33.1564622955063
"Q9JHI9",11.1614989317185,4.30443899124579,45.8389681797779,3.09980940520428e-19,3.71213628771015e-18,33.0667092009634
"Q64339",11.6448772004134,0.559697638583754,45.1338331818514,4.0247425505209e-19,4.79615153937074e-18,32.8641882107086
"Q9CXW3",10.9150653301072,4.13065309754329,44.6871659956217,4.75859873823894e-19,5.64300172324822e-18,32.7334137435967
"V9GWU7",11.4156076524893,0.483274455942412,44.4879805891725,5.13036127180323e-19,6.05432439405517e-18,32.6744621590704
"Q99LH2",10.974013962444,4.01925502328563,44.4289426464457,5.24636561031368e-19,6.16131149694327e-18,32.6569131288314
"Q9Z0W1",11.3891485815386,0.474454765625488,44.4024577866499,5.29930514069445e-19,6.19356288318664e-18,32.649029169946
"P01663",11.5834003011792,0.539205338839033,43.4591681701733,7.60695057195348e-19,8.84808461264063e-18,32.3635850742148
"P21614",9.65244127091182,4.1033978223166,43.4463165080497,7.64491311365354e-19,8.84989703775798e-18,32.3596327510871
"Q31125",11.3830434179257,0.472419711087877,43.1990911065627,8.41559172243683e-19,9.6958784252341e-18,32.2832650822299
"A0A0U1RNR0",11.3452453304013,0.459820348579732,43.0844930594124,8.80033905122319e-19,1.00913321856243e-17,32.2476470235338
"Q505D7",11.3155829931301,3.77282183388775,42.3487027741292,1.17591579686709e-18,1.34208981323187e-17,32.0155995614584
"Q9WV85",10.7421363903716,3.71038109300712,42.1623640300075,1.26647160390075e-18,1.43868806966482e-17,31.9558969788016
"E9Q3X6",11.3516638850645,0.461959866800804,42.0079911692085,1.3470808618736e-18,1.52314119777429e-17,31.9061447863886
"A0A0N4SUY1",11.9136255690941,0.649280428144012,41.9017552897001,1.40569731288399e-18,1.58206026278749e-17,31.871752013801
"Q9DBE8",11.0140742042345,4.30557555847687,41.4940829582688,1.65694099927559e-18,1.85623205955712e-17,31.7385914834631
"Q99P81",10.4843143842826,3.66117457786132,41.2700908854253,1.81484378638364e-18,2.02380057096267e-17,31.6646210044579
"Q9JLB0",11.2055238218565,3.43166316097292,41.094717076871,1.94956665914558e-18,2.16410801296023e-17,31.6063018078858
"G3X9R9",11.2842338503899,0.439483188575927,40.7373145685753,2.25798461221139e-18,2.49507299649358e-17,31.4863382723561
"A0A0J9YV30",11.3631411448245,0.465785620054126,39.6857470174205,3.50444337972778e-18,3.85488771770056e-17,31.1245039674563
"F7CC62",11.3792334040475,0.471149706461795,38.7580035797428,5.21434337411618e-18,5.70994087498939e-17,30.7938653550052
"A0A0J9YTS4",10.4048567596341,4.18105362153736,38.5057282590626,5.81872704233328e-18,6.34319526453462e-17,30.7020398334364
"D3Z7X0",11.8575984241102,0.630604713149382,38.0726663841188,7.03565350252697e-18,7.63556860028708e-17,30.5424479795804
"Q99NF7",11.2255996771452,0.419938464161034,37.6578987679321,8.45593382768898e-18,9.1361667267164e-17,30.3872309510051
"Q6PGG2",-4.40974842358952,8.08488988903644,-36.8946829777612,1.19228409635645e-17,1.28249674258519e-16,30.0953999769328
